district,date,month,year,visitors
Adilabad,01-01-2016,January,2016,2
Adilabad,01-02-2016,February,2016,0
Adilabad,01-03-2016,March,2016,2
Adilabad,01-04-2016,April,2016,0
Adilabad,01-05-2016,May,2016,0
Adilabad,01-06-2016,June,2016,0
Adilabad,01-07-2016,July,2016,4
Adilabad,01-08-2016,August,2016,2
Adilabad,01-09-2016,September,2016,0
Adilabad,01-10-2016,October,2016,0
Adilabad,01-11-2016,November,2016,0
Adilabad,01-12-2016,December,2016,0
Bhadradri0Kothagudem0,01-01-2016,January,2016,0
Bhadradri0Kothagudem0,01-02-2016,February,2016,0
Bhadradri0Kothagudem0,01-03-2016,March,2016,0
Bhadradri0Kothagudem0,01-04-2016,April,2016,0
Bhadradri0Kothagudem0,01-05-2016,May,2016,0
Bhadradri0Kothagudem0,01-06-2016,June,2016,0
Bhadradri0Kothagudem0,01-07-2016,July,2016,0
Bhadradri0Kothagudem0,01-08-2016,August,2016,0
Bhadradri0Kothagudem0,01-09-2016,September,2016,0
Bhadradri0Kothagudem0,01-10-2016,October,2016,0
Bhadradri0Kothagudem0,01-11-2016,November,2016,0
Bhadradri0Kothagudem0,01-12-2016,December,2016,0
Hyderabad,01-01-2016,January,2016,15865
Hyderabad,01-02-2016,February,2016,29646
Hyderabad,01-03-2016,March,2016,13019
Hyderabad,01-04-2016,April,2016,8402
Hyderabad,01-05-2016,May,2016,8522
Hyderabad,01-06-2016,June,2016,10284
Hyderabad,01-07-2016,July,2016,17142
Hyderabad,01-08-2016,August,2016,12842
Hyderabad,01-09-2016,September,2016,9397
Hyderabad,01-10-2016,October,2016,12808
Hyderabad,01-11-2016,November,2016,8084
Hyderabad,01-12-2016,December,2016,17620
Jagtial0,01-01-2016,January,2016,0
Jagtial0,01-02-2016,February,2016,0
Jagtial0,01-03-2016,March,2016,0
Jagtial0,01-04-2016,April,2016,0
Jagtial0,01-05-2016,May,2016,0
Jagtial0,01-06-2016,June,2016,0
Jagtial0,01-07-2016,July,2016,0
Jagtial0,01-08-2016,August,2016,0
Jagtial0,01-09-2016,September,2016,0
Jagtial0,01-10-2016,October,2016,0
Jagtial0,01-11-2016,November,2016,0
Jagtial0,01-12-2016,December,2016,0
Jangaon0,01-01-2016,January,2016,0
Jangaon0,01-02-2016,February,2016,0
Jangaon0,01-03-2016,March,2016,0
Jangaon0,01-04-2016,April,2016,0
Jangaon0,01-05-2016,May,2016,0
Jangaon0,01-06-2016,June,2016,0
Jangaon0,01-07-2016,July,2016,0
Jangaon0,01-08-2016,August,2016,0
Jangaon0,01-09-2016,September,2016,0
Jangaon0,01-10-2016,October,2016,0
Jangaon0,01-11-2016,November,2016,2
Jangaon0,01-12-2016,December,2016,0
Jayashankar0Bhoopalpally,01-01-2016,January,2016,0
Jayashankar0Bhoopalpally,01-02-2016,February,2016,0
Jayashankar0Bhoopalpally,01-03-2016,March,2016,0
Jayashankar0Bhoopalpally,01-04-2016,April,2016,0
Jayashankar0Bhoopalpally,01-05-2016,May,2016,0
Jayashankar0Bhoopalpally,01-06-2016,June,2016,0
Jayashankar0Bhoopalpally,01-07-2016,July,2016,0
Jayashankar0Bhoopalpally,01-08-2016,August,2016,0
Jayashankar0Bhoopalpally,01-09-2016,September,2016,0
Jayashankar0Bhoopalpally,01-10-2016,October,2016,24
Jayashankar0Bhoopalpally,01-11-2016,November,2016,22
Jayashankar0Bhoopalpally,01-12-2016,December,2016,40
Jogulamba0Gadwal0,01-01-2016,January,2016,0
Jogulamba0Gadwal0,01-02-2016,February,2016,0
Jogulamba0Gadwal0,01-03-2016,March,2016,0
Jogulamba0Gadwal0,01-04-2016,April,2016,0
Jogulamba0Gadwal0,01-05-2016,May,2016,0
Jogulamba0Gadwal0,01-06-2016,June,2016,0
Jogulamba0Gadwal0,01-07-2016,July,2016,0
Jogulamba0Gadwal0,01-08-2016,August,2016,0
Jogulamba0Gadwal0,01-09-2016,September,2016,0
Jogulamba0Gadwal0,01-10-2016,October,2016,13
Jogulamba0Gadwal0,01-11-2016,November,2016,21
Jogulamba0Gadwal0,01-12-2016,December,2016,11
Kamareddy0,01-01-2016,January,2016,0
Kamareddy0,01-02-2016,February,2016,0
Kamareddy0,01-03-2016,March,2016,0
Kamareddy0,01-04-2016,April,2016,0
Kamareddy0,01-05-2016,May,2016,0
Kamareddy0,01-06-2016,June,2016,0
Kamareddy0,01-07-2016,July,2016,0
Kamareddy0,01-08-2016,August,2016,0
Kamareddy0,01-09-2016,September,2016,0
Kamareddy0,01-10-2016,October,2016,0
Kamareddy0,01-11-2016,November,2016,0
Kamareddy0,01-12-2016,December,2016,0
Karimnagar0,01-01-2016,January,2016,0
Karimnagar0,01-02-2016,February,2016,0
Karimnagar0,01-03-2016,March,2016,0
Karimnagar0,01-04-2016,April,2016,0
Karimnagar0,01-05-2016,May,2016,0
Karimnagar0,01-06-2016,June,2016,0
Karimnagar0,01-07-2016,July,2016,0
Karimnagar0,01-08-2016,August,2016,0
Karimnagar0,01-09-2016,September,2016,0
Karimnagar0,01-10-2016,October,2016,0
Karimnagar0,01-11-2016,November,2016,0
Karimnagar0,01-12-2016,December,2016,0
Khammam,01-01-2016,January,2016,0
Khammam,01-02-2016,February,2016,0
Khammam,01-03-2016,March,2016,0
Khammam,01-04-2016,April,2016,0
Khammam,01-05-2016,May,2016,0
Khammam,01-06-2016,June,2016,0
Khammam,01-07-2016,July,2016,0
Khammam,01-08-2016,August,2016,0
Khammam,01-09-2016,September,2016,0
Khammam,01-10-2016,October,2016,0
Khammam,01-11-2016,November,2016,0
Khammam,01-12-2016,December,2016,0
Komaram0Bheem0Asifabad,01-01-2016,January,2016,0
Komaram0Bheem0Asifabad,01-02-2016,February,2016,0
Komaram0Bheem0Asifabad,01-03-2016,March,2016,0
Komaram0Bheem0Asifabad,01-04-2016,April,2016,0
